order_id,customer_id,product_id,quantity,order_date
198,551,13,10,2025-02-25
199,615,68,10,2025-06-11
200,352,57,3,2025-04-30
201,898,21,6,2025-04-30
202,711,85,3,2025-03-04
203,163,18,1,2025-07-11
204,196,78,7,2025-07-09
205,744,28,9,2025-03-31
206,350,89,1,2025-01-11
207,687,67,4,2025-03-28
208,42,70,2,2025-06-04
209,445,48,9,2025-01-20
210,490,81,3,2025-09-10
211,922,6,5,2025-06-04
212,842,86,2,2025-09-05
213,821,46,8,2025-08-06
214,758,10,5,2025-03-13
215,575,69,8,2025-06-30
216,913,2,6,2025-02-07
217,242,86,2,2025-06-30
218,611,61,8,2025-07-30
219,709,19,6,2025-03-30
220,67,22,4,2025-05-23
221,879,12,1,2025-04-17
222,743,74,10,2025-08-31
223,437,99,7,2025-04-03
224,630,2,6,2025-08-20
225,790,27,6,2025-06-29
226,937,18,4,2025-01-19
227,116,46,6,2025-08-31
228,266,47,10,2025-03-12
229,13,8,5,2025-01-22
230,471,84,10,2025-05-27
231,545,60,10,2025-05-16
232,101,75,4,2025-03-09
233,264,27,8,2025-02-15
234,623,8,6,2025-04-23
235,94,34,1,2025-06-10
236,253,41,1,2025-06-05
237,77,37,4,2025-06-09
238,123,1,1,2025-04-20
239,272,25,5,2025-05-23
240,83,16,3,2025-02-14
241,942,5,10,2025-03-13
242,105,34,3,2025-03-12
243,342,89,7,2025-05-27
244,782,35,7,2025-08-02
245,163,3,10,2025-06-30
246,907,94,9,2025-07-30
247,785,24,3,2025-09-04
248,563,4,4,2025-07-06
249,438,81,10,2025-08-12
250,914,74,10,2025-05-23
251,480,31,3,2025-03-09
252,512,33,2,2025-07-17
253,342,65,9,2025-01-18
254,194,32,10,2025-03-04
255,171,41,9,2025-06-17
256,569,70,5,2025-07-18
257,540,98,9,2025-08-17
258,227,51,9,2025-08-22
259,107,72,10,2025-06-10
260,249,86,10,2025-02-09
261,990,90,6,2025-09-12
262,754,70,7,2025-07-28
263,805,24,4,2025-05-08
264,442,45,2,2025-06-05
265,220,54,5,2025-07-09
266,514,27,1,2025-07-01
267,284,57,2,2025-07-25
268,415,91,8,2025-01-08
269,89,53,9,2025-02-08
270,559,87,5,2025-04-02
271,26,97,9,2025-04-01
272,342,70,4,2025-06-22
273,803,22,7,2025-04-24
274,936,59,9,2025-06-07
275,739,77,7,2025-01-10
276,870,62,6,2025-08-30
277,321,88,7,2025-08-10
278,967,55,9,2025-07-12
279,844,98,3,2025-04-24
280,559,51,8,2025-06-04
281,522,56,4,2025-09-06
282,619,10,10,2025-08-31
283,362,97,4,2025-04-09
284,19,99,6,2025-01-12
285,196,75,4,2025-03-27
286,945,54,6,2025-01-21
287,366,71,3,2025-07-07
288,635,19,5,2025-04-02
289,300,50,8,2025-05-22
290,351,25,3,2025-07-01
291,901,14,10,2025-04-12
292,331,69,8,2025-05-31
293,204,48,4,2025-01-21
294,533,94,1,2025-03-27
295,794,29,5,2025-06-12
296,639,100,4,2025-05-08
297,470,49,9,2025-08-19
298,209,54,8,2025-01-19
299,605,77,10,2025-03-19
300,384,28,8,2025-08-02
301,221,53,1,2025-05-12
302,261,63,4,2025-04-24
303,126,30,10,2025-01-26
304,935,12,7,2025-05-20
305,896,68,7,2025-01-29
306,926,20,9,2025-07-13
307,981,10,3,2025-04-05
308,551,91,9,2025-05-15
309,764,64,8,2025-04-25
310,841,24,3,2025-06-11
311,911,77,4,2025-09-07
312,15,96,2,2025-02-17
313,484,62,9,2025-01-26
314,228,97,6,2025-03-16
315,327,11,10,2025-01-30
316,185,31,3,2025-02-09
317,933,14,5,2025-06-30
318,24,85,1,2025-05-31
319,943,48,7,2025-04-28
320,24,54,10,2025-01-13
321,409,93,7,2025-03-21
322,872,34,2,2025-02-27
323,600,32,1,2025-09-03
324,301,49,2,2025-03-23
325,951,74,4,2025-07-18
326,870,9,8,2025-04-10
327,919,71,2,2025-02-27
328,643,97,3,2025-09-04
329,407,23,8,2025-07-23
330,194,1,2,2025-06-27
331,441,94,9,2025-04-25
332,268,14,6,2025-09-10
333,208,18,7,2025-08-13
334,211,25,7,2025-02-17
335,288,3,1,2025-03-27
336,170,1,7,2025-04-02
337,135,8,6,2025-07-17
338,374,89,2,2025-03-04
339,761,83,3,2025-02-10
340,850,96,1,2025-01-31
341,202,91,7,2025-02-05
342,312,76,8,2025-02-28
343,825,24,7,2025-08-24
344,114,52,4,2025-01-08
345,40,97,9,2025-03-06
346,788,81,1,2025-05-06
347,945,61,9,2025-07-25
348,811,75,8,2025-02-07
349,595,64,8,2025-04-14
350,492,1,10,2025-07-31
351,16,36,4,2025-03-14
352,12,100,7,2025-09-03
353,92,22,1,2025-05-17
354,771,30,5,2025-09-10
355,11,64,9,2025-01-14
356,809,51,1,2025-08-04
357,628,4,9,2025-09-18
358,991,10,4,2025-03-18
359,975,62,3,2025-06-11
360,316,2,2,2025-03-25
361,455,92,3,2025-06-14
362,285,96,2,2025-05-27
363,419,74,3,2025-07-22
364,465,48,6,2025-08-23
365,908,33,5,2025-07-16
366,825,24,7,2025-06-13
367,993,77,8,2025-03-31
368,138,36,1,2025-05-28
369,369,8,8,2025-07-12
370,147,84,7,2025-04-26
371,75,69,5,2025-02-16
372,506,92,10,2025-06-01
373,108,16,7,2025-08-20
374,534,29,9,2025-05-14
375,978,42,10,2025-07-03
376,72,35,5,2025-04-28
377,420,80,10,2025-08-20
378,688,1,7,2025-03-01
379,871,78,9,2025-01-31
380,909,13,2,2025-02-26
381,639,8,8,2025-02-28
382,343,4,1,2025-06-28
383,454,68,8,2025-04-23
384,527,54,4,2025-04-27
385,598,48,2,2025-05-06
386,159,94,1,2025-01-01
387,198,83,5,2025-05-16
388,781,8,6,2025-01-29
389,42,50,1,2025-09-08
390,540,51,3,2025-06-29
391,659,87,7,2025-07-14
392,334,93,9,2025-02-13
393,767,90,10,2025-04-10
394,770,95,7,2025-07-01
395,967,54,2,2025-04-03
396,107,53,3,2025-08-03
397,288,71,6,2025-01-05
398,237,100,3,2025-07-26
399,740,53,7,2025-06-28
400,761,6,9,2025-08-12
401,874,3,9,2025-04-18
402,33,98,2,2025-08-13
403,406,20,1,2025-03-29
404,887,17,4,2025-03-10
405,637,39,6,2025-03-08
406,878,43,10,2025-02-26
407,471,34,4,2025-04-18
408,410,55,2,2025-06-09
409,106,15,10,2025-07-10
410,54,22,2,2025-04-13
411,147,24,1,2025-03-02
412,939,98,8,2025-08-24
413,795,92,3,2025-05-26
414,430,1,5,2025-08-27
415,494,71,5,2025-03-03
416,430,87,4,2025-02-13
417,757,99,7,2025-07-11
418,886,64,10,2025-04-19
419,836,89,4,2025-05-15
420,924,9,1,2025-05-10
421,1000,82,5,2025-03-22
422,597,2,5,2025-02-02
423,530,16,9,2025-08-22
424,250,51,3,2025-09-15
425,106,63,7,2025-05-31
426,634,46,1,2025-05-10
427,974,57,9,2025-02-23
428,938,58,4,2025-07-26
429,801,18,2,2025-06-04
430,286,87,5,2025-01-08
431,998,82,8,2025-03-03
432,48,67,5,2025-09-03
433,87,66,2,2025-01-11
434,251,71,10,2025-04-30
435,906,47,6,2025-06-15
436,481,39,7,2025-04-22
437,215,45,2,2025-05-12
438,504,77,2,2025-02-21
439,581,49,1,2025-01-21
440,429,93,3,2025-09-05
441,447,38,7,2025-04-16
442,543,29,2,2025-06-28
443,76,44,10,2025-05-03
444,136,13,5,2025-07-16
445,723,71,8,2025-04-09
446,997,8,1,2025-01-28
447,801,68,1,2025-03-18
448,350,3,6,2025-01-24
449,127,93,3,2025-03-26
450,244,46,2,2025-03-09
451,244,91,2,2025-08-28
452,433,67,8,2025-05-02
453,236,51,8,2025-03-13
454,704,26,9,2025-06-10
455,603,87,1,2025-02-17
456,695,37,2,2025-08-04
457,272,29,2,2025-02-07
458,419,63,3,2025-01-07
459,993,15,9,2025-09-01
460,891,75,3,2025-08-09
461,801,42,8,2025-01-06
462,727,20,4,2025-07-18
463,605,73,5,2025-08-23
464,618,36,6,2025-04-16
465,921,56,7,2025-04-21
466,592,93,10,2025-09-01
467,879,94,6,2025-04-28
468,268,72,5,2025-02-01
469,176,93,4,2025-09-10
470,682,27,5,2025-03-17
471,812,86,8,2025-02-13
472,726,94,6,2025-07-09
473,841,41,2,2025-05-01
474,11,44,6,2025-02-01
475,118,4,8,2025-01-19
476,139,67,7,2025-05-03
477,779,73,10,2025-08-31
478,137,95,7,2025-01-07
479,251,60,5,2025-02-25
480,157,84,10,2025-02-10
481,712,88,7,2025-01-16
482,283,78,2,2025-07-30
483,812,82,10,2025-07-27
484,594,89,7,2025-06-05
485,749,36,3,2025-05-05
486,659,35,1,2025-03-16
487,290,19,5,2025-07-24
488,211,5,8,2025-01-22
489,515,10,9,2025-08-01
490,16,81,1,2025-08-27
491,598,17,2,2025-06-12
492,299,72,7,2025-06-29
493,663,53,2,2025-05-12
494,97,100,4,2025-03-08
495,177,70,7,2025-03-24
496,642,95,5,2025-01-11
497,733,51,2,2025-05-29
498,763,88,6,2025-02-15
499,921,38,5,2025-03-10
500,640,52,2,2025-04-19
501,189,86,7,2025-05-06
502,772,48,7,2025-08-18
503,432,71,9,2025-05-22
504,631,64,10,2025-01-24
505,758,71,7,2025-02-28
506,814,23,1,2025-01-30
507,781,77,5,2025-01-08
508,991,83,2,2025-06-15
509,949,25,10,2025-04-18
510,601,52,5,2025-02-12
511,601,69,9,2025-05-15
512,176,65,8,2025-04-10
513,106,26,8,2025-01-30
514,970,76,8,2025-07-06
515,262,25,10,2025-08-20
516,132,89,3,2025-05-23
517,722,76,9,2025-04-19
518,169,28,1,2025-05-20
519,368,4,5,2025-06-13
520,676,90,10,2025-07-21
521,527,67,6,2025-03-19
522,53,80,3,2025-04-15
523,574,40,10,2025-04-01
524,141,69,2,2025-04-21
525,991,44,9,2025-09-05
526,997,15,5,2025-07-19
527,176,41,8,2025-07-31
528,980,77,2,2025-08-23
529,10,93,2,2025-01-24
530,987,59,10,2025-07-19
531,145,93,9,2025-06-21
532,346,11,9,2025-05-14
533,494,94,3,2025-05-31
534,113,92,6,2025-02-12
535,440,96,7,2025-01-17
536,601,43,9,2025-06-04
537,386,43,6,2025-08-05
538,399,29,3,2025-05-29
539,940,15,10,2025-03-06
540,223,89,7,2025-09-05
541,450,45,3,2025-05-29
542,702,86,9,2025-08-13
543,585,74,6,2025-04-30
544,640,12,6,2025-07-14
545,380,66,7,2025-07-21
546,189,81,6,2025-08-13
547,22,99,10,2025-03-06
548,102,56,10,2025-05-26
549,865,75,9,2025-05-16
550,362,68,10,2025-01-18
551,124,40,10,2025-02-01
552,477,92,8,2025-01-18
553,567,47,4,2025-08-03
554,96,34,7,2025-08-16
555,413,26,8,2025-03-06
556,661,15,5,2025-08-21
557,230,33,5,2025-03-03
558,725,67,1,2025-08-11
559,435,12,9,2025-08-17
560,631,68,3,2025-02-13
561,206,68,3,2025-02-19
562,228,41,10,2025-03-21
563,48,45,8,2025-05-09
564,824,38,9,2025-04-18
565,224,97,5,2025-03-11
566,575,90,3,2025-03-19
567,25,24,4,2025-09-12
568,475,64,4,2025-05-30
569,405,89,1,2025-07-08
570,569,12,7,2025-02-03
571,293,10,2,2025-01-12
572,921,79,7,2025-01-08
573,648,69,9,2025-06-07
574,952,4,10,2025-01-06
575,510,54,4,2025-03-06
576,70,41,9,2025-07-25
577,644,43,2,2025-08-11
578,977,80,10,2025-05-27
579,858,48,4,2025-07-18
580,157,64,7,2025-06-08
581,763,84,7,2025-07-21
582,343,91,3,2025-05-31
583,107,17,4,2025-08-22
584,864,52,2,2025-05-26
585,982,10,1,2025-01-17
586,451,56,5,2025-04-14
587,576,26,5,2025-04-25
588,792,80,3,2025-05-02
589,452,74,3,2025-07-05
590,61,48,6,2025-01-29
591,909,35,4,2025-08-23
592,774,59,1,2025-07-20
593,577,62,5,2025-09-04
594,774,37,9,2025-03-01
595,635,90,8,2025-04-17
596,671,75,2,2025-08-16
597,602,9,10,2025-04-01
598,177,3,4,2025-06-03
599,109,30,3,2025-01-10
600,709,19,4,2025-07-28
601,596,2,6,2025-04-26
602,812,42,4,2025-06-12
603,29,63,1,2025-08-23
604,931,24,7,2025-08-08
605,184,100,7,2025-04-17
606,220,53,6,2025-01-03
607,571,87,9,2025-07-12
608,386,18,1,2025-05-09
609,784,92,3,2025-05-02
610,366,11,10,2025-06-07
611,634,48,2,2025-02-11
612,216,91,5,2025-08-13
613,405,68,9,2025-08-10
614,807,61,2,2025-05-18
615,688,64,3,2025-04-19
616,290,65,5,2025-03-25
617,949,35,6,2025-08-01
618,227,24,2,2025-04-05
619,717,34,7,2025-06-07
620,574,42,9,2025-08-24
621,912,50,2,2025-03-17
622,672,64,8,2025-08-08
623,958,57,9,2025-08-21
624,143,94,7,2025-06-10
625,459,48,9,2025-07-09
626,376,68,7,2025-09-11
627,481,43,3,2025-06-20
628,484,61,9,2025-07-31
629,746,68,1,2025-08-02
630,462,81,4,2025-06-21
631,334,40,7,2025-04-07
632,695,74,7,2025-05-08
633,210,9,2,2025-01-23
634,219,24,4,2025-01-02
635,529,42,7,2025-04-22
636,593,27,10,2025-07-02
637,902,56,5,2025-06-24
638,468,10,9,2025-03-23
639,30,79,7,2025-08-10
640,336,100,4,2025-04-14
641,510,27,6,2025-07-23
642,402,64,7,2025-06-12
643,856,61,6,2025-07-15
644,875,26,2,2025-02-27
645,462,64,6,2025-07-13
646,199,73,8,2025-08-30
647,710,14,7,2025-03-28
648,956,28,10,2025-04-25
649,53,62,5,2025-09-04
650,862,39,9,2025-08-24
651,152,66,4,2025-04-07
652,309,38,3,2025-05-25
653,87,4,7,2025-06-20
654,704,34,1,2025-08-21
655,586,55,8,2025-01-21
656,990,93,6,2025-06-09
657,390,73,9,2025-01-20
658,702,40,3,2025-07-31
659,954,73,8,2025-07-21
660,48,37,8,2025-07-23
661,239,28,5,2025-01-30
662,412,70,4,2025-07-11
663,130,94,9,2025-06-15
664,884,95,4,2025-09-03
665,348,69,9,2025-08-17
666,179,20,4,2025-09-12
667,17,27,2,2025-02-16
668,785,65,6,2025-08-18
669,135,44,1,2025-02-15
670,539,23,1,2025-06-11
671,203,68,2,2025-06-25
672,800,45,1,2025-03-14
673,835,5,5,2025-06-18
674,204,98,10,2025-04-11
675,500,13,9,2025-04-17
676,310,35,5,2025-08-07
677,807,14,3,2025-09-08
678,442,59,8,2025-04-06
679,770,85,2,2025-01-19
680,606,76,9,2025-02-15
681,385,8,5,2025-06-12
682,594,45,1,2025-01-31
683,403,70,5,2025-08-14
684,733,45,1,2025-04-27
685,56,38,3,2025-07-31
686,196,75,7,2025-06-25
687,371,100,10,2025-04-17
688,199,22,8,2025-04-18
689,49,22,9,2025-03-16
690,348,14,2,2025-07-12
691,941,7,9,2025-05-28
692,258,59,4,2025-03-30
693,763,84,9,2025-07-01
694,439,8,9,2025-04-07
695,427,100,4,2025-05-27
696,292,24,9,2025-07-10
697,331,44,8,2025-05-14
698,757,17,3,2025-01-18
699,985,60,6,2025-08-26
700,786,40,4,2025-02-26
701,876,88,7,2025-08-01
702,577,25,9,2025-09-02
703,193,74,2,2025-04-19
704,214,55,4,2025-02-26
705,951,92,2,2025-03-25
706,204,19,5,2025-07-26
707,582,5,1,2025-06-03
708,985,4,5,2025-04-13
709,330,75,7,2025-03-02
710,229,78,9,2025-09-15
711,44,5,9,2025-03-23
712,106,50,10,2025-02-04
713,475,93,2,2025-04-04
714,371,87,7,2025-08-11
715,611,70,5,2025-02-02
716,484,55,5,2025-03-27
717,197,85,1,2025-05-19
718,929,50,4,2025-07-12
719,370,95,4,2025-03-08
720,791,19,8,2025-01-01
721,524,92,9,2025-07-31
722,379,43,8,2025-08-07
723,315,9,3,2025-07-27
724,520,70,2,2025-01-14
725,591,75,7,2025-07-14
726,218,70,7,2025-02-25
727,307,96,9,2025-07-08
728,402,17,9,2025-08-07
729,617,74,5,2025-03-27
730,480,90,4,2025-04-12
731,892,16,1,2025-08-02
732,139,82,2,2025-09-14
733,439,62,5,2025-07-02
734,56,69,10,2025-07-01
735,233,34,8,2025-01-10
736,405,21,4,2025-05-08
737,299,8,7,2025-02-06
738,22,22,9,2025-01-25
739,146,44,8,2025-04-01
740,151,45,2,2025-01-12
741,853,98,2,2025-04-05
742,267,26,5,2025-03-11
743,513,33,4,2025-01-12
744,842,6,1,2025-05-10
745,155,59,7,2025-07-07
746,871,7,9,2025-07-10
747,315,56,5,2025-02-05
748,482,41,5,2025-04-20
749,40,91,6,2025-08-16
750,475,38,10,2025-08-23
751,856,39,4,2025-01-06
752,16,14,8,2025-07-29
753,980,2,3,2025-02-06
754,144,70,6,2025-02-09
755,908,81,4,2025-08-26
756,444,17,2,2025-05-11
757,1000,82,8,2025-06-19
758,230,89,7,2025-09-09
759,627,60,10,2025-08-06
760,699,35,5,2025-02-01
761,199,17,6,2025-05-04
762,470,44,7,2025-06-08
763,472,43,2,2025-01-06
764,495,7,9,2025-07-06
765,784,68,10,2025-04-14
766,948,70,6,2025-08-10
767,519,84,4,2025-04-22
768,143,13,8,2025-06-29
769,138,22,4,2025-06-30
770,518,96,3,2025-09-08
771,667,36,2,2025-01-25
772,976,9,2,2025-01-03
773,416,20,6,2025-06-16
774,69,41,5,2025-08-01
775,276,10,10,2025-01-19
776,831,29,7,2025-08-14
777,378,55,9,2025-05-15
778,507,21,10,2025-01-13
779,500,81,2,2025-05-19
780,74,15,2,2025-07-16
781,276,95,9,2025-05-20
782,983,58,10,2025-08-07
783,507,2,5,2025-02-25
784,548,37,9,2025-04-13
785,341,88,3,2025-05-17
786,486,2,10,2025-06-04
787,111,14,9,2025-08-23
788,488,11,5,2025-07-02
789,670,16,9,2025-02-08
790,498,99,8,2025-08-07
791,589,32,9,2025-07-29
792,489,90,10,2025-08-12
793,131,11,5,2025-01-08
794,339,68,2,2025-04-22
795,524,71,7,2025-01-18
796,502,33,10,2025-04-01
797,354,58,9,2025-05-23
798,921,5,6,2025-06-20
799,2,79,5,2025-01-08
800,798,46,1,2025-07-02
801,815,27,10,2025-03-02
802,185,93,6,2025-06-22
803,48,24,2,2025-04-23
804,406,81,7,2025-05-07
805,615,46,10,2025-07-05
806,663,96,9,2025-08-14
807,895,73,2,2025-05-25
808,82,54,8,2025-08-16
809,131,43,4,2025-05-05
810,86,52,4,2025-02-15
811,675,81,8,2025-06-11
812,870,71,10,2025-03-18
813,16,18,10,2025-01-13
814,659,97,1,2025-09-14
815,457,77,10,2025-07-06
816,795,51,5,2025-02-22
817,199,15,6,2025-08-08
818,322,16,2,2025-02-09
819,574,73,2,2025-08-30
820,305,14,5,2025-05-16
821,552,65,10,2025-05-12
822,326,70,1,2025-05-11
823,52,30,7,2025-02-16
824,577,70,10,2025-06-18
825,624,70,1,2025-03-12
826,410,59,5,2025-07-31
827,787,77,6,2025-06-28
828,584,89,7,2025-02-03
829,166,73,2,2025-09-05
830,136,93,6,2025-03-28
831,385,85,4,2025-09-16
832,309,87,5,2025-06-30
833,566,94,10,2025-05-17
834,393,87,5,2025-07-06
835,620,37,7,2025-08-14
836,494,95,1,2025-08-12
837,773,86,8,2025-06-29
838,686,85,9,2025-03-26
839,282,39,6,2025-02-11
840,120,38,4,2025-05-13
841,962,26,10,2025-02-10
842,918,26,1,2025-05-04
843,464,68,6,2025-09-17
844,117,79,10,2025-07-22
845,459,41,7,2025-07-07
846,871,47,4,2025-01-30
847,943,41,1,2025-07-07
848,135,61,9,2025-08-07
849,384,95,2,2025-06-27
850,342,61,9,2025-08-12
851,621,94,9,2025-02-23
852,286,19,8,2025-06-01
853,59,72,1,2025-02-16
854,361,45,7,2025-02-26
855,800,2,3,2025-09-12
856,535,33,5,2025-07-06
857,188,83,4,2025-06-21
858,969,81,5,2025-06-21
859,843,48,6,2025-07-19
860,59,47,7,2025-01-26
861,795,54,9,2025-05-24
862,478,24,5,2025-01-14
863,61,45,5,2025-04-17
864,202,80,8,2025-06-04
865,209,9,2,2025-01-08
866,422,44,7,2025-08-03
867,799,8,2,2025-03-04
868,606,91,10,2025-01-09
869,565,46,1,2025-04-25
870,247,51,9,2025-07-25
871,122,72,7,2025-04-19
872,374,33,1,2025-03-29
873,146,35,6,2025-01-20
874,173,44,10,2025-06-18
875,103,12,3,2025-03-05
876,63,89,10,2025-08-19
877,533,53,8,2025-06-03
878,805,82,6,2025-05-28
879,390,66,5,2025-05-04
880,429,66,8,2025-06-14
881,543,78,2,2025-05-20
882,553,60,7,2025-03-05
883,389,99,5,2025-05-02
884,783,89,3,2025-02-22
885,190,29,5,2025-01-05
886,771,87,5,2025-05-28
887,281,88,4,2025-03-31
888,318,27,1,2025-07-20
889,106,25,1,2025-05-18
890,117,80,1,2025-06-07
891,17,81,10,2025-06-12
892,159,55,8,2025-05-02
893,463,49,7,2025-02-20
894,896,77,4,2025-07-15
895,993,26,5,2025-06-16
896,376,41,4,2025-06-28
897,6,58,10,2025-05-27
898,916,62,1,2025-04-20
899,287,23,9,2025-09-15
900,703,46,8,2025-09-17
901,253,33,4,2025-08-14
902,294,100,8,2025-09-08
903,947,93,10,2025-08-22
904,301,18,6,2025-07-23
905,285,95,9,2025-08-17
906,662,62,4,2025-09-07
907,311,10,10,2025-04-23
908,406,41,4,2025-01-09
909,19,24,7,2025-03-01
910,397,98,10,2025-01-06
911,836,85,10,2025-07-30
912,985,1,4,2025-09-11
913,734,77,1,2025-04-18
914,413,40,2,2025-04-17
915,815,44,4,2025-06-04
916,307,77,4,2025-07-30
917,567,5,6,2025-02-11
918,263,46,10,2025-08-13
919,164,62,8,2025-07-21
920,930,11,3,2025-01-08
921,628,52,7,2025-01-28
922,845,23,9,2025-09-13
923,552,84,3,2025-05-14
924,498,93,7,2025-07-19
925,425,99,6,2025-05-22
926,355,17,4,2025-02-24
927,290,22,9,2025-02-24
928,629,45,9,2025-05-01
929,889,80,8,2025-05-19
930,233,56,4,2025-09-02
